title,text,subject,date
U.S. lawmakers chastise officials at all levels over Flint crisis,"WASHINGTON (Reuters) - U.S. lawmakers criticized environmental officials at a hearing on Wednesday for not acting sooner when they saw a report that drinking water in Flint, Michigan was polluted with dangerously high levels of lead. “I never thought this could happen in America,” and in a state, “surrounded by fresh water of the Great Lakes,” Brenda Lawrence, a Democrat of Michigan, said at a House Oversight panel examining the water crisis in Flint, a city of 100,000. The panel issued subpoenas to officials who did not show up to testify about water found to have lead levels that hamper brain development and cause other health problems. Thousands of children are believed to have ingested the polluted water in Flint, a mostly African American and Latino suburb near Detroit. Lawrence asked Keith Creagh, head of the Michigan Department of Environmental Quality, why his agency did not act on a report by a federal Environmental Protection Agency expert that showed the water was polluted. She did not get a clear answer. “We all share responsibility in the Flint water crisis, whether it is the city the state or the federal government, we all let the citizens of Flint down,” said Creagh, who took the job last month. Marc Edwards, a water engineer who first raised the issue of Flint’s lead contamination, told the panel the EPA broke laws by not notifying the public about a report of tainted water. “If it’s not criminal, I don’t know what is.” EPA water official Joel Beauvais said he did not know why his agency did not tell the public. Representative Elijah Cummings of Maryland, the top Democrat on the committee, complained that the Republican-led panel did not invite Michigan Governor Rick Snyder, a Republican, to testify at the hearing. Representative Matt Cartwright of Pennsylvania criticized Snyder and his hand-picked emergency managers for Flint who were responsible for switching the source of Flint’s tap water from Detroit’s system to the Flint River, a dumping area, in April 2014. Flint is grappling with the health and political fallout over the switch after the more corrosive river water leached lead from old pipes into the system. “He got caught red handed poisoning the children of Flint,” Cartwright, a Democrat, said of Snyder. “There’s no two ways about it. That’s the headline here.” A Snyder spokesman responded in an email: “It’s unfortunate when people who are not working toward a solution inject partisan politics and incendiary rhetoric into an emergency that can best be addressed by people working together.” Snyder will ask state lawmakers in his next budget proposal to approve a $30 million water payment relief plan for Flint residents to keep their water service on and reimburse them for lead-contaminated water they cannot drink, his office said. A busload of Flint residents traveled to Washington to attend the hearing. “We’re serious about making sure that the people responsible for this manmade disaster are held accountable,” said Bernadel Jefferson, a bishop. Lawmakers also slammed the EPA for not sending Administrator Gina McCarthy to Flint until this week, even though the agency has known about the crisis for months. An EPA spokeswoman said the agency had formed a Flint task force last October, and has had a team there for weeks. The head of the oversight panel, Representative Jason Chaffetz of Utah, a Republican, said he subpoenaed EPA’s Susan Hedman to appear at a deposition in Washington later this month. Hedman, who announced last month that she would resign on Feb. 1, had played down the memo by the EPA’s Miguel del Toral that said tests had shown high levels of lead, telling Flint and Michigan administrators it was only a draft report.  The EPA has agreed to provide all of Hedman’s emails by the end of the week, Chaffetz said.  Chaffetz said his panel had also issued a second subpoena to Darnell Earley, who was Flint’s state-appointed emergency manager when the city switched from Detroit’s system. A. Scott Bolden, Earley’s lawyer, said his client has not been given enough time to respond to the initial subpoena, which was served last night. Bolden said Earley is “not hiding anywhere” and will honor a subpoena issued with a reasonable response time. Earley only implemented the plan to change the city’s water source that others had put in place before he started, Bolden said. “There was nothing put before him by the environmental folks, the water testers or anyone connected to ensuring the quality of the water to suggest in any way that a water disaster was looming.” Political fallout over the crisis could also hold up a wide-ranging bill on energy. Democrats in the Senate threatened to block a bipartisan energy bill if it fails to include immediate aid for Flint.  Federal authorities including the FBI have started a criminal probe into the contamination. ",politicsNews,"February 3, 2016 "
Serbia accuses world of double standards over Catalonia and Kosovo,"BELGRADE (Reuters) - Serbia  foreign minister accused world powers on Tuesday of using double standards by refusing to accept the Catalan independence referendum while largely welcoming a separate Kosovo. Kosovo declared independence from Serbia in 2008 - an announcement accepted by Washington and most EU states but rejected by Belgrade and its allies. Almost a decade later on Sunday, voters in Catalonia backed independence from Spain in a referendum declared unconstitutional by the Madrid government. A day later Germany called the vote worrying, as other states fretted about their own separatist-minded communities.  I am bothered by the double standards of the international community,  foreign minister Ivica Dacic told the RTS public broadcaster.       The EU will never say it made an error with the recognition of Kosovo, but that decision will backfire. The Pandora s box was opened,  Dacic said.      Serbia s position on Kosovo has been one of the main stumbling blocks in its own bid to join the European Union. Brussels has said it needs to improve relations with the authorities in Pristina and stop trying to block their efforts to join international bodies. On Monday, Serbia s President Aleksandar Vucic called senior ministers and security chiefs for talks after European Commission spokesman Margaritis Schinas said comparisons between Spain and Serbia could not be made as Kosovo had happened in  a very specific context .   How it can be that the referendum is invalid in Catalonia and in Kosovo it (independence) could be done without one,  Vucic said on Monday after meeting Greek President Prokopis Pavlopoulos in Belgrade.      Kosovo seceded almost a decade after NATO intervened with air strikes to drive out Serbian forces and halt the killing and expulsion of ethnic Albanian civilians during a two-year counter-insurgency war. ",worldnews,"October 3, 2017 "
Tillerson tightens the reins at State Department,"WASHINGTON (Reuters) - U.S. Secretary of State Rex Tillerson last month tightened his control over the State Department by taking back powers previously held by the top career foreign service officer, an action critics said would delay major decisions and marginalize career diplomats. The move retracted broad decision-making authority granted to the agency’s third-highest ranking official, the undersecretary for political affairs, by former Secretary of State Hillary Clinton. Most of those powers will be reserved instead for Tillerson and his deputy. Tillerson is broadly reviewing how authority is delegated, a State Department official said, which will “result in a streamlining of delegations, which will promote greater transparency, clarity and effectiveness in decision-making within the Department.”  On July 17, Tillerson reversed Clinton’s 2009 decision to empower the undersecretary for political affairs, currently career diplomat Thomas Shannon, with “all authorities and functions vested in the Secretary of State.” Former officials said Clinton’s delegation of authority was helpful in allowing decisions to be made quickly when she or her deputy were traveling abroad. “Everyone travels all of the time if you’re doing your job right as a diplomat,” said a former State Department official who served during the Obama administration and requested anonymity. “There has to be some delegation of authority, or the work simply doesn’t get done.” Tillerson’s decision came as most of the high-level positions at the State Department are either empty or filled by career officials in an “acting” capacity. The secretary has said he wants to be cautious about hiring while he is conducting a review of the State Department’s organization. On Tuesday, Tillerson acknowledged to reporters that “I have a lot of open slots,” but said he had been able to accomplish a great deal “because there are remarkable, talented professional foreign service officers in this building.” But the slow pace of appointments has logjammed decision-making and resulted in a rank-and-file bureaucracy disconnected from top officials, diplomats and some members of Congress said.  “We don’t know what the policies are, and the diplomats don’t know what the policies are,” Senator Ben Cardin, the senior Democrat on the Senate Foreign Relations Committee, said on Tuesday. The second authority Tillerson took back from the undersecretary for political affairs in July was approval of State Department reports to Congress, which will now sit with the Office of Policy Planning, an internal State Department body usually headed by a political appointee. Unlike other senior officials, the office director and staff do not need Senate confirmation. The State Department is required by law to produce hundreds of reports for Congress each year, including on acts of terrorism, human rights conditions in different countries, countries’ narcotics control strategies, the state of religious freedom around the world, and human trafficking. Typically, such reports are prepared by offices and embassies with expertise in the relevant issue, and are reviewed by the State Department’s Bureau of Legislative Affairs and top aides to the secretary of state before being sent to Congress. Three former officials said giving the policy planning staff final sign-off on the reports could inject political considerations into their preparation. The undersecretary for political affairs is typically a career foreign service officer, and oversees seven regional bureaus. The move represents a “power grab” by the policy planning body, said Eliot Cohen, who served as State Department counselor during former President George W. Bush’s administration. “You need a strong undersecretary for political affairs,” Cohen said. “You can’t run the State Department with a tiny office ... you need to go out and establish good working relationships with the professionals of the department.” ",politicsNews,"August 1, 2017 "
Iran denies airspace access to Bulgarian PM's plane en route to Riyadh: minister,"SOFIA (Reuters) - Iran denied access to its airspace to a Bulgarian government jet taking a delegation led by Prime Minister Boyko Borissov to Tehran s regional arch-enemy Saudi Arabia, Sofia s foreign minister said on Wednesday. Ekaterina Zaharieva told reporters the plane had all necessary permits to fly over Iran en route to Riyadh late on Tuesday but once it entered Iranian airspace it was asked by Iranian authorities to leave. Zaharieva, part of the delegation on board, said the aircraft had to return to Turkey after what she called an  inexplicable last-moment refusal  by Iran. She said the plane had to get permission to fly through Iraqi airspace, to the west of Iran, before it could reach its final destination.  She said Tehran had told Sofia the air access refusal was due to a slight deviation of the plane from its planned route, but Bulgarian authorities disagreed and had summoned the Iranian charge d affaires to Bulgaria for an explanation.  The government aircraft had secured all the necessary diplomatic permissions to fly over Iranian airspace,  Zaharieva said. The Iranian charge d affaires, Hassan Dotagi, said he deeply regretted the case and described it as a  technical misconception , according to a Bulgarian Foreign Ministry statement following the meeting.  Borissov is the first Bulgarian prime minister to visit Saudi Arabia. Bulgaria will take the European Union s rotating presidency from January for six months. The plane was also carrying former Bulgarian king Simeon Saxe-Coburg and four other cabinet ministers. The Sunni Muslim kingdom of Saudi Arabia and Shi ite Muslim Iran support rival sides in wars and political crises throughout the Middle East. ",worldnews,"November 29, 2017 "
Indian priest kidnapped in Yemen has been freed: Oman,"DUBAI (Reuters) - An Indian priest kidnapped by gunmen in Yemen last year has been freed, Oman s state news agency ONA said on Tuesday, posting a picture of him appearing in good health after being transferred to the Omani capital Muscat. Father Tom Uzhunnalil was abducted in March 2016 when four unidentified gunmen attacked a care home in Yemen s southern port city of Aden, killing four Indian nuns, two Yemeni female staff members, eight elderly residents and a guard. ONA said Omani authorities had coordinated with  Yemeni parties  to locate Uzhunnalil and transfer him to the sultanate. He will return home to India, it said, without mentioning which group had been holding him in Yemen.  I am happy to inform that Father Tom Uzhunnalil has been rescued,  Indian Foreign Minister Sushma Swaraj wrote on Twitter. Oman has frequently helped facilitate the release of foreign nationals detained in Yemen. The ONS picture showed the white-bearded Catholic priest standing in a palatial room in front of a portrait of Oman s ruler. Uzhunnalil was last seen appealing for help in a video recording carried by a Yemeni news website in May, saying his health was deteriorating and he needed hospitalization. ",worldnews,"September 12, 2017 "
Republican Moore embraces Trump message on eve of Alabama election,"BIRMINGHAM, Ala. (Reuters) - Dogged by accusations of sexual misconduct toward teenagers, Republican U.S. Senate candidate Roy Moore cast himself as a staunch ally of President Donald Trump at a rally on the eve of Tuesday’s election in Alabama. Despite Trump’s endorsement for Moore, some polls suggest Democrat Doug Jones, 63, a former U.S. attorney, could pull off an upset victory by becoming the first non-Republican to be sent to the Senate by deeply conservative Alabama in two decades. Steve Bannon, Trump’s former chief strategist and executive at the right-wing Breitbart News site, joined Moore in Midland City for the Monday night rally, labeled a “Drain the Swamp” event, in an echo of Trump’s 2016 campaign pledge to get rid of Washington insiders. “I want to make America great again with President Trump,” Moore said. “I want America great, but I want America good, and she can’t be good until we go back to God.” Moore, a 70-year-old conservative Christian and former Alabama Supreme Court chief justice, has been accused by several women of pursuing them when they were teenagers and he was in his 30s, including one woman who said he tried to initiate sexual contact with her when she was 14. Moore has denied any misconduct. Reuters has not independently verified any of the accusations. The Alabama race has divided Trump’s Republican Party. The sexual misconduct accusations prompted many senior Republicans, including Senate Majority Leader Mitch McConnell, to distance themselves from Moore. “There’s a special place in hell for Republicans who should know better,” Bannon told the rally, framing the Alabama election as a showdown between establishment elites and populist power. A Fox News Poll conducted on Thursday and released on Monday put Jones ahead of Moore, with Jones potentially taking 50 percent of the vote and Moore 40 percent. Fox said 8 percent of voters were undecided and 2 percent supported another candidate. An average of recent polls by the RealClearPolitics website showed Moore ahead by a slight margin of 2.2 percentage points. Trump taped a “robo-call” that the campaign has rolled out urging voters to back the Republican candidate in order to help support the president’s agenda. Democrats also made robo-calls using two of their party’s own big guns - former President Barack Obama and former Vice President Joe Biden. Jones has said he wanted to be a “voice for reason” for Alabama and has touted a record that includes prosecuting former Ku Klux Klan members responsible for the 1963 bombing of a black church in Birmingham in which four girls were killed. Jones has spent the past week rallying African-Americans, the most reliably Democratic voters in the state, and hammering Moore in television ads. He has told supporters that his campaign is a chance to be on the “right side of history for the state of Alabama.” If Jones wins on Tuesday, Republicans would control the Senate by a slim 51-49 margin, giving Democrats much-needed momentum ahead of the November 2018 congressional elections, when control of both chambers of Congress will be at stake. Moore’s campaign has cast Jones as a liberal out of step with Alabama voters, seizing on the Democrat’s support of abortion rights. Many Republican officials in Alabama, including Governor Kay Ivey, say they will vote for Moore. But the state’s senior Republican senator, Richard Shelby, said he did not vote for Moore and instead backed a write-in candidate on his absentee ballot, telling CNN that Alabama “deserves better” than Moore. Moore, who was twice removed from the state Supreme Court for refusing to abide by federal law, may find a chilly reception in Washington if he wins. Republican leaders have said Moore could face an ethics investigation if Alabama voters send him to the U.S. Senate. Democrats have signaled they may use Moore’s election to tar Republicans as insensitive to women’s concerns at a time when allegations of sexual harassment have caused many prominent men working in politics, entertainment, media and business to lose their jobs. ",politicsNews,"December 11, 2017 "
"Clinton Foundation to bar foreign, corporate funding if Hillary Clinton elected president","WASHINGTON (Reuters) - The Clinton Foundation will stop accepting foreign and corporate donations if Hillary Clinton is elected president and will stop holding the annual Clinton Global Initiative meetings whatever the outcome of the November election, a foundation spokesman said on Thursday. Former President Bill Clinton told staff members on Thursday he would resign from the foundation’s board and that it would only accept donations from U.S. citizens and independent charities. The former president also said he would hold the 12th and final Clinton Global Initiative in September. The annual meetings have included current and former heads of state, corporate leaders and celebrities who discussed poverty, healthcare, development and other issues.     Foundation spokesman Craig Minassian confirmed the moves, which were first reported by the Associated Press. The foundation has come under fire during Hillary Clinton’s Democratic presidential campaign, with Republicans charging that donors were rewarded with access to her and her aides as well as her husband while she was secretary of state from 2009 to 2013.  Other critics have said the foundation’s reliance on millions of dollars from foreign governments created conflicts of interest for a would-be U.S. president. Clinton resigned from the foundation’s board after launching her successful bid for the Democratic presidential nomination. She will face Republican Donald Trump in the Nov. 8 election.  The Bill, Hillary & Chelsea Clinton Foundation, founded in 2001, has raised more than $2 billion for causes that focus on health and environmental issues, mainly in the developing world.  ",politicsNews,"August 18, 2016 "
EPA head seeks to avoid settlements with green groups,"WASHINGTON (Reuters) - The head of the U.S. Environmental Protection Agency issued a directive to his agency on Monday seeking to end the practice of settling lawsuits with environmental groups behind closed doors, saying the groups have had too much influence on regulation. EPA Administrator Scott Pruitt, who sued the agency he now runs more than a dozen times in his former job as attorney general of oil producing Oklahoma, has long railed against the so-called practice of “sue and settle.” The EPA under former President Barack Obama quietly settled lawsuits from environmental groups with little input from regulated entities, such as power plants, and state governments, he argues.  The directive seeks to make EPA more transparent about lawsuits by reaching out to states and industry that could be affected by settlements, forbidding the practice of entering into settlements that exceed the authority of courts, and excluding attorney’s fees and litigation costs when settling with groups.  Most lawsuits by green groups on the agency seek to push the agency to speed up regulation on issues such as climate and air and water pollution, studies have shown.  “The days of regulation through litigation are over,” Pruitt said. “We will no longer go behind closed doors and use consent decrees and settlement agreements to resolve lawsuits filed against the agency.” Pruitt’s order was supported by conservative groups. Daren Bakst, a research fellow in agricultural policy at the Heritage Foundation think tank, said sue and settle has led to “egregious antics” that have “effectively handed over the setting of agency priorities to environmental pressure groups,” and has led to rushed rulemaking by the agency.    But Pat Parenteau, an environmental law professor at the Vermont Law School, said Pruitt’s directive would be “counterproductive” and costly because in the end courts could fine the agency if it does not meet compliance dates for issuing regulations. “He can fight it if he wants as long as he wants, and spend as much money as he wants,” Parenteau said. “But in the end if you’ve missed a statutory deadline, you are going to be ordered (by a court) to comply and then you are going to be ordered to pay fees.”  ",politicsNews,"October 16, 2017 "
Timeline: Zika's origin and global spread,"The following timeline charts the origin and spread of the Zika virus from its discovery nearly 70 years ago: 1947: Scientists researching yellow fever in Uganda’s Zika Forest identify the virus in a rhesus monkey 1948: Virus recovered from Aedes africanus mosquito in Zika Forest 1952: First human cases detected in Uganda and Tanzania 1954: Virus found in Nigeria 1960s-80s: Zika detected in mosquitoes and monkeys across equatorial Africa 1969–83: Zika found in equatorial Asia, including India, Indonesia, Malaysia and Pakistan 2007: Zika spreads from Africa and Asia, first large outbreak on Pacific island of Yap 2012: Researchers identify two distinct lineages of the virus, African and Asian 2013–14: Zika outbreaks in French Polynesia, Easter Island, the Cook Islands and New Caledonia. Retrospective analysis shows possible link to birth defects and severe neurological complications in babies in French Polynesia March 2, 2015: Brazil reports illness characterized by skin rash in northeastern states July 17: Brazil reports detection of neurological disorders in newborns associated with history of infection Oct. 5: Cape Verde has cases of illness with skin rash  Oct. 22: Colombia confirms cases of Zika Oct. 30: Brazil reports increase in microcephaly, abnormally small heads, among newborns Nov. 11: Brazil declares public health emergency  November 2015-January 2016: Cases reported in Suriname, Panama, El Salvador, Mexico, Guatemala, Paraguay, Venezuela, French Guiana,  Martinique, Puerto Rico, Guyana, Ecuador, Barbados, Bolivia, Dominican Republic, Nicaragua, Curacao, Jamaica Feb. 1: World Health Organization (WHO) declares public health emergency of international concern Feb. 2: First case of Zika transmission in United States; local health officials say likely contracted through sex, not mosquito bite Feb. 5: U.S. Centers for Disease Control and Prevention says virus being actively transmitted in 30 countries, mostly in the Americas Feb. 8: U.S. President Barack Obama requests $1.8 billion to fight Zika Feb. 12: Brazil investigating potential link between Zika infections and 4,314 suspected cases of microcephaly. Of those, 462 confirmed as microcephaly and 41 determined to be linked to virus  Feb. 17: Brazil investigating potential link between Zika and 4,443 suspected cases of microcephaly. Of those, 508 confirmed as microcephaly and most of those cases are linked to the virus. WHO seeks $56 million to fight Zika. Feb. 18: CDC adds Aruba and Bonaire to countries and territories with active outbreaks, bringing total to 32. Feb. 23: CDC investigating 14 cases of possible sexual transmission of Zika. CDC also adds Trinidad and Tobago and Marshall Islands to countries and territories with active outbreaks, bringing total to 34. Feb. 25: Brazil says confirmed microcephaly cases number more than 580 and considers most of them to be related to Zika infections in the mothers. Brazil is investigating an additional 4,100 suspected cases of microcephaly. Feb. 27: France detects first sexually transmitted case of Zika.  Feb. 29: CDC adds St. Maarten, and Saint Vincent and the Grenadines to countries and territories with active outbreaks, bringing total to 36. March 1: Brazil says confirmed microcephaly cases rose to 641 and considers most of them to be related to Zika infections in the mothers. Brazil is investigating an additional 4,222 suspected cases of microcephaly. March 8: WHO advises pregnant women to avoid areas with Zika outbreak and said sexual transmission of the virus is “relatively common.” March 9: CDC adds New Caledonia to countries and territories with active outbreaks, bringing total to 37. March 15: Cuba reports first case of Zika contracted in the country. March 16: Cape Verde identifies first case of microcephaly. March 18: CDC says during Jan. 1, 2015 to Feb. 26, 2016, 116 residents of the United States had evidence of recent Zika virus infection based on laboratory testing. Brazil says confirmed microcephaly cases rose to 863 and considers most of them to be related to Zika infections in the mothers. Brazil is investigating an additional 4,268 suspected cases of microcephaly. March 19: CDC adds Cuba to countries and territories with active outbreaks, bringing total to 38. March 21: South Korea confirms first case of Zika. March 22: CDC adds Dominica to countries and territories with active outbreaks, bringing total to 39. Bangladesh confirms first case of Zika virus. Brazil says confirmed microcephaly cases rose to 907 and considers most of them to be related to Zika infections in the mothers. Brazil is investigating an additional 4,293 suspected cases of microcephaly. March 29: Brazil says confirmed microcephaly cases rose to 944 and considers most of them to be related to Zika infections in the mothers. Brazil said the number of suspected cases of microcephaly dropped slightly to 4,291. March 31: According to the World Health Organization, there is a strong scientific consensus that Zika can cause the birth defect microcephaly as well as Guillain-Barre syndrome, a rare neurological disorder that can result in paralysis, though conclusive proof may take months or years.  April 1: CDC adds Kosrae, Federated States of Micronesia to countries and territories with active outbreaks, bringing total to 40. April 4: CDC adds Fiji to countries and territories with active outbreaks, bringing total to 41. April 5: Vietnam reports first Zika infections. April 6: Brazil says confirmed microcephaly cases rose to 1,046 and considers most of them to be related to Zika infections in the mothers. The number of suspected cases of microcephaly dropped to 4,046. April 7: St. Lucia confirms first two cases of Zika, contracted locally. April 12: Brazil says confirmed microcephaly cases rose to 1,113 and considers most of them to be related to Zika infections in the mothers. The number of suspected cases of microcephaly dropped to 3,836. It was the second week in a row that the overall total figure fell. April 13: The U.S. Centers for Disease Control and Prevention concluded that infection with the Zika virus in pregnant women is a cause of the birth defect microcephaly and other severe brain abnormalities in babies. The CDC said now that the causal relationship has been established, several important questions must still be answered with studies that could take years. CDC adds St. Lucia to countries and territories with active outbreaks, bringing total to 42. April 14: Colombia confirms two microcephaly cases linked to Zinka. April 18: Peru reports first case of sexually transmitted Zika virus. CDC adds Belize to countries and territories with active outbreaks, bringing total to 43. April 19: Chilean authorities find Zika mosquito for first time in decades. April 25: Canada confirms first sexually transmitted Zika case. April 26: Brazil says the number of confirmed cases of microcephaly climbed to 1,198 from 1,168 in the week through April 23, but suspected ones under investigation continued to decline to 3,710 from 3,741 a week ago. Brazil registered 91,387 likely cases of the Zika virus from February until April 2, the health ministry said, in its first national report on the epidemic. April 29: Puerto Rico reports first death related to Zika, according to the CDC. The country also confirmed 683 Zika cases, including 65 pregnant women, and five suspected cases of Guillain-Barre syndrome from Zika, the CDC reported. May 4: Panama confirms four microcephaly cases tied to Zika. May 6: Spain gets first case of Zika-related brain defect in a fetus.       May 9: CDC adds Papua New Guinea, Saint Barthelemy and Peru to countries and territories with active outbreaks, bringing total to 46. Honduras suspects first case of microcephaly in Zika patient. May 11: Brazil says the number of confirmed cases of microcephaly dropped to 1,326 in the week through May 7 as doctors and Brazilian health officials find that some suspected cases of microcephaly are not the disorder. Suspected ones under investigation continued to decline to 3,433. May 12: CDC adds Grenada to countries and territories with active outbreaks, bringing total to 47. May 13: Puerto Rico reports first case of Zika-related microcephaly. May 20: WHO says an outbreak of Zika virus on the African island chain of Cape Verde is of the same strain as the one blamed for birth abnormalities in Brazil. May 24: Brazil reports the number of confirmed cases of microcephaly at 1,434 for the latest week to May 21. Suspected ones under investigation declined to 3,257. May 26: CDC adds Argentina to countries and territories with active outbreaks, bringing total to 48. June 9: WHO issues updated guidelines on prevention of sexual transmission of the Zika virus, including advising women living in areas where the virus is being transmitted to delay getting pregnant. June 14: El Salvador confirms first case of microcephaly linked to Zika. SOURCES: World Health Organization, U.S. Centers for Disease Control and Prevention, Reuters ",politicsNews,"June 23, 2016 "
Nepal leftist alliance appears heading for election victory,"KATHMANDU (Reuters) - A leftist alliance between Nepal s former Maoist rebels and moderate communists appeared to be heading for a victory in elections aimed at completing a transition to democracy after the abolition of the monarchy and end to civil war. Early tallies from Thursday s vote show the leftists lead in 63 out of 80 constituencies where counting has begun. Nepal has seen 10 government changes in as many years. Instability has given rise to corruption, retarded growth and slowed recovery from a 2015 earthquake that killed 9,000 people. The election pits the centrist Nepali Congress party of Prime Minister Sher Bahadur Deuba, who heads a loose alliance that includes the Madhesi parties from Nepal s southern plains and former royalists, against the tight-knit alliance of former Maoists and the moderate Communist UML party. The Nepali Congress party is considered a pro-India group, while the opposition alliance is seen as closer to China. Nepal is a natural buffer between the two and the outcome could indicate whether China or India gets the upper hand in the battle for influence in a nation rich in hydropower and home to Mount Everest. Nepal emerged from a civil war in 2006 and abolished its 239-year-old Hindu monarchy two years later. Guna Raj Luintel, editor of the daily Nagarik, said it was almost certain the leftist alliance would win.  Trends so far suggest they could win a two-thirds majority. If that happened, that will be a landslide win,  Luintel said. There are 165 seats to be decided on a first-past-the-post basis for which voting was held on Thursday with another 110 seats decided by proportional representation. Few results are in from the southern plains, home to nearly half of the population, and communists are thought to have weaker support there. Final results of the election, Nepal s first under its republican constitution approved by a special Constituent Assembly in 2015, could take around 10 days due to cumbersome counting procedures. ",worldnews,"December 9, 2017 "
Britain's Prince William and wife Kate expecting third child,"LONDON (Reuters) - Britain s Prince William and his wife Kate are expecting their third child, their office said on Monday after the Duchess was forced to cancel an engagement due to severe morning sickness. Britain s monarchy has ridden a wave of public support in recent years due to the popularity of William, Kate, and William s brother Harry, and the news was soon making headlines around the world.  Queen Elizabeth, who is 91, said she was delighted.  The baby will be fifth in line to the British throne, after grandfather Prince Charles, father William and elder siblings George, 4, and Charlotte, 2.  The popular Harry becomes sixth in line to the throne.   Their Royal Highnesses The Duke and Duchess of Cambridge are very pleased to announce that The Duchess of Cambridge is expecting their third child,  Kensington Palace said.   The Queen and members of both families are delighted with the news.  The couple did not say when the baby was due.   Kate and William married in a lavish ceremony in 2011 watched by about two billion people around the world. Two years later the international camera crews and photographers camped outside a London hospital to record the birth of George, and returned two years later for his sister Charlotte. George and Charlotte have since appeared on the front covers of magazines around the world and traveled on official royal tours of Poland and Germany with their parents. George will attend his first day of primary school later this week.   This is fantastic news,  British Prime Minister Theresa May said.  Many congratulations to the Duke and Duchess of Cambridge.  William and Harry have been in the headlines in recent weeks as they led the efforts to remember their mother Princess Diana who died in a car crash in Paris 20 years ago last Thursday. In a sign of how the young royals have helped to modernize the House of Windsor, the princes have spoken about the trauma of her death and its lasting emotional impact. Harry was in Manchester visiting a center supporting people affected by a bombing at an Ariana Grande concert in May when he gave his reaction.  Fantastic, great, very very happy for them,  he said.  Kate last appeared with the princes on Wednesday when they visited a public garden at Kensington Palace dedicated to Diana but the palace said she would not attend an engagement at a children s center on Monday due to ill health.   As with her previous two pregnancies, The Duchess is suffering from hyperemesis gravidarum....,  the palace said.  The Duchess is being cared for at Kensington Palace.  Hyperemesis gravidarum can cause severe nausea and vomiting and requires supplementary hydration and nutrients. The condition forced Kate to be admitted to hospital in the early months of her first pregnancy with George. The couple have returned to live in Kensington Palace after an earlier spell in Norfolk, eastern England, enabling them to dedicate more time to their royal duties on behalf of William s  grandmother, the queen. William has also given up his job as an air ambulance helicopter pilot.  One of three herself, Kate had prompted speculation earlier this year that she wanted a third child when she was presented with a cuddly toy designed for newborns during a trip, telling William:  We will just have to have more babies.    ",worldnews,"September 4, 2017 "
New poll shows Philippine president still hugely popular,"MANILA (Reuters) - Philippine President Rodrigo Duterte retained a high public approval rating in an opinion poll released on Friday, a stark contrast to a different survey earlier this week that showed a sharp decline in trust and satisfaction in the maverick leader. Eighty percent of 1,200 Filipinos surveyed by pollster Pulse Asia late last month said they trust and approve of Duterte slightly down from 81 percent and 82 percent respectively in its June survey.   Approval  rates the president s performance and  trust  relates to his personality in the Pulse survey, which did not ask respondents to give a reason. A poll by Social Weather Stations conducted at the same time and released on Sunday showed trust and satisfaction in Duterte - also ratings of personality and performance - fell to the lowest of his presidency. The falls by 15 points and 18 points respectively were significant, and came after a demonstration by thousands of Filipinos and unprecedented public scrutiny on his war on drugs, triggered by the Aug. 16 killing by police of a teenager. Thousands of Filipinos have been killed during the past 15 months. Police insist none were executed, as activists have alleged. Duterte this week ordered police to stand down from the campaign but has not said what motivated his decision. His office said that was to shift focus towards bigger targets. Analysts were unable to explain the big difference in the results of surveys by two well-respected pollsters. Academic Edmund Tayao said the Pulse poll showed the public still recognized the importance of the war on drugs, and Duterte would stick to his policy agenda.  The president s tone does not change, regardless of the numbers,  Tayao said.  Whether these surveys will result in major changes to his policy, I think not.  Ranjit Rye of the University of the Philippines said the latest poll showed that, despite recent setbacks and adverse headlines, Duterte had not lost his appeal.  Despite all the political noise, all the opposition against the president, he continues to be wildly popular and people approve of his leadership,  Rye said. Presidential spokesman Ernesto Abella said there was  an enormous amount of appreciation  for Duterte, and suggested the earlier poll may have been  some form of orchestrated information, disinformation .   It s not for us to speculate. But there seems to be that particular effort in order to the put the president and his administration in a particular light,  he told reporters. ",worldnews,"October 13, 2017 "
